ID,Name,Age,CustomerSince,HighestSpend,ZipCode,HiddenScore,MonthlyAverageSpend,Level,Address,Email,Phone,DateOfBirth,AccountType,Balance,LoanAmount,Income
2070,Katherine Ball,50,2017,2450,91496,812,4042.4,1,"7411 Ortiz Path Suite 367, West Nataliebury, VA 18776",jakesmith@example.net,1234569959,24-01-1998,Business,7939.59,2463.84,91528.94
2071,Andrew Grimes,20,2014,14674,80670,337,1856.84,2,"62545 Mary Stravenue Suite 849, Wallaceburgh, FM 90719",mary90@example.net,1234569960,01-05-1998,Checking,24146,25326.97,126809.47
2072,Shane Hanson,75,2017,5404,89295,338,6713.89,5,"8009 Graham Rapids Apt. 935, New Susanberg, NH 52245",snunez@example.net,1234569961,31-01-1981,Business,34783.33,28324.01,43626.18
2073,Sonya Torres,66,2012,11101,41736,656,7054.54,1,"0390 James Loop, Howardmouth, GA 91369",cynthiasmith@example.com,1234569962,20-03-2006,Savings,42222.55,6924.13,110994.45
2074,Ryan Solomon,38,2016,36258,78780,573,1747.49,5,"00071 Russell Shores, Rachelland, RI 27164",logancook@example.com,1234569963,22-08-1984,Business,26708.33,25948.55,23727.43
2075,Tamara Pierce,70,2016,1301,37445,696,6090.67,1,"675 Rachel Wells Apt. 291, Lake Maria, VT 11623",austinjennifer@example.org,1234569964,08-10-1951,Savings,20129.48,3754.23,35422.01
2076,Ryan Ware,22,2015,14052,74088,715,3580.69,5,"00024 Stacy Corner, Port James, MD 27974",reynoldscasey@example.net,1234569965,13-08-1976,Checking,45884.83,2174,20440.03
2077,Hannah Elliott,30,2011,27282,48482,492,8576.98,2,"81449 Daniel Lakes Suite 159, North Mikestad, AK 95260",kelly85@example.com,1234569966,01-03-1961,Business,32347.11,17199.54,121547.58
2078,Samantha Mann,59,2015,42802,76656,426,7321.63,5,"3939 Johnson Ports, Jenniferside, KS 11806",fblair@example.net,1234569967,18-03-1977,Business,742.04,28646.48,80793.92
2079,Timothy Walker,68,2012,49192,95550,326,8820.48,4,"USNS Rodriguez, FPO AP 56377",jimmypreston@example.net,1234569968,21-08-1977,Business,20662.74,19886.73,49453.23
2080,Katie King,47,2014,47306,71803,463,2951.76,5,"057 Barber Mountains, Ashleymouth, RI 42493",lancepatton@example.net,1234569969,29-09-1998,Checking,27365.46,26393.7,146615.6
2081,Emily Meyer,57,2023,37206,41893,403,9884.59,2,"45098 Paul Mill Suite 639, Georgeside, DE 90531",james19@example.net,1234569970,16-11-1992,Business,33877.83,28704.06,104765.22
2082,Dennis Sanchez,33,2022,44300,22366,813,4798.01,4,"0308 Liu Curve Suite 288, Port Jaimetown, AZ 24807",gandrews@example.org,1234569971,19-06-1965,Savings,39095.95,9720.78,67460.33
2083,Jenna Vincent,69,2012,48167,35105,368,1018.87,2,"59000 Ramirez Row, Robertsonstad, OH 93644",steven32@example.com,1234569972,22-09-1977,Checking,32566.82,5258.48,22588.09
2084,Frank Beck,47,2015,48995,76324,801,4816.96,4,"PSC 9720, Box 5649, APO AA 32994",vgreen@example.org,1234569973,31-05-1967,Business,12214.04,10320.49,83578.06
2085,Robert Holland,51,2017,32293,82416,849,1500.55,2,"63583 Joseph Forge Suite 412, Josephview, NY 09807",josephcampos@example.com,1234569974,02-06-1964,Business,12377.97,3708.29,78763.31
2086,Tracy Kirk,28,2022,46503,39958,802,9375.65,4,"3479 Thompson Spurs, Lake Jenniferton, TN 51542",psullivan@example.org,1234569975,11-02-1949,Savings,7663.62,912.61,128386.49
2087,Joe Cline,63,2011,41923,58670,391,8763.51,5,"968 Brown Heights Apt. 637, Oconnorberg, ID 40750",james74@example.org,1234569976,28-01-2004,Business,7817.39,15485.47,52902.01
2088,Kimberly Gardner,39,2015,1608,38252,387,5058.2,4,"951 Veronica Ramp, Jenniferton, NJ 26520",gsanchez@example.net,1234569977,12-01-1996,Savings,29024.05,25222.59,47191.32
2089,Daniel Wilson,59,2022,47594,75994,583,6568.18,5,"65047 Eric Corners, Sandrachester, DE 40911",shannoncervantes@example.net,1234569978,05-11-1969,Checking,5954.76,721.21,120520.03
2090,Alan Romero,26,2015,31271,70008,434,5801.26,1,"878 English Island, Scottfort, DC 42328",andersenstephanie@example.net,1234569979,18-09-1992,Business,10582.81,10349.14,65751.62
2091,Ian Garcia,48,2014,35260,80878,610,3196.88,1,"942 Johnston Route, South Stevenfort, FL 21468",kyle87@example.org,1234569980,25-11-2001,Checking,44239.77,9562.87,109058.23
2092,Matthew Baker,67,2023,27238,57861,844,5803.71,2,"61630 Sabrina Plains, Lauramouth, NM 88626",levinerobert@example.org,1234569981,16-11-1954,Savings,46558.66,9870.52,105891.56
2093,Roger Ryan,53,2020,18763,50814,423,5545.81,5,"76041 Terri Parkways Suite 022, New Michaelview, ND 80576",vcarlson@example.com,1234569982,02-07-1984,Savings,38178.06,5495.83,81996.43
2094,Debra Flores,21,2015,2463,95812,360,3249.73,5,"USNS Mayo, FPO AA 25016",bryanwaller@example.net,1234569983,21-07-1955,Savings,15267.66,3847.78,46920.35
2095,Jordan Jacobson,52,2023,29792,98334,572,8114.77,4,"6115 Butler Spring Suite 268, New Brett, ME 02202",scottmichael@example.org,1234569984,22-10-1962,Business,36673.25,11917.2,129356.23
2096,Kenneth Allen,23,2012,47173,26594,372,8519.89,3,"15205 Estes Square, South Nancyland, MD 58316",thammond@example.org,1234569985,05-09-2003,Checking,1472.31,22435.38,88641.99
2097,Tammy Washington,70,2016,48839,21852,461,6225.28,2,"11088 Emily Knolls, Rodneyborough, FM 64890",patrick40@example.com,1234569986,09-05-1949,Checking,26460.1,2307.94,119474.55
2098,Janice Robinson,51,2013,12447,49601,540,2757.55,5,"43462 Benson Lights, West Michele, ME 77934",taylorcheryl@example.net,1234569987,26-08-1991,Savings,46854.74,19157.07,92689.94
2099,Matthew Lang,39,2013,32833,83614,795,5052.99,5,"74642 Tom Ridges, South Paigemouth, NM 26967",tracywinters@example.org,1234569988,12-12-1962,Checking,46458.36,12296.44,86285.37
2100,Andrea Pope,18,2012,13980,44362,553,8703.15,3,"7956 Theodore Lakes, North Lindsay, MO 67281",pittmanjessica@example.com,1234569989,10-07-2003,Savings,18914.73,13530.39,41681.51
2101,Brian Lewis,70,2019,5861,47727,439,9845.19,4,"30575 Anna Plains, New Glenda, AS 42945",tmathis@example.com,1234569990,10-12-1976,Savings,26702.69,18552.48,59487.13
2102,Corey Gonzalez,67,2017,13709,62438,655,1133.7,3,"74496 Collier Islands Suite 546, Christophermouth, ND 13209",fisherricardo@example.net,1234569991,11-11-1970,Savings,12967.54,15111.08,77072.69
2103,Shannon Fox,23,2019,31434,24478,331,5863.42,4,"308 Galvan Lakes, Barnettport, ND 45071",michellewilliams@example.com,1234569992,28-09-1994,Checking,32781.02,26807.36,21157.47
2104,Rachel Branch,24,2016,3008,73321,638,707.71,3,"7558 Navarro Rest, Port Michelle, FM 26617",ajohnson@example.com,1234569993,14-04-1952,Business,36087.06,18757.14,96588.75
2105,Tom Gonzalez,45,2020,22251,71133,760,6445.52,3,"339 Jennifer Trafficway Apt. 563, New Tyler, IL 60585",christopher37@example.org,1234569994,08-04-1965,Savings,38548.41,16995.96,110782.45
2106,Stephanie Park,56,2022,26325,88989,538,3775.51,1,"339 Jason Street Apt. 719, Michaelfurt, ME 08855",zgeorge@example.org,1234569995,01-07-1999,Checking,47081.31,18947.08,27363.97
2107,Karen Jones,40,2019,8707,65426,796,3198.8,4,"Unit 2916 Box 1475, DPO AE 23673",logantrevor@example.com,1234569996,03-12-1981,Checking,16424.4,26497.67,30193.14
2108,Philip Matthews,54,2021,46037,58009,541,8641.05,5,"4189 Jessica Well, Parkerstad, FM 59113",kathryn42@example.com,1234569997,08-02-1981,Checking,13768.27,20551.49,68776.31
2109,Christopher Clark,46,2013,27088,84003,822,9718.53,2,"77949 Jones View, Port Angela, MP 32028",anthonyfisher@example.com,1234569998,18-03-1984,Savings,2151.28,18490.02,42576.4
2110,Melissa Blackburn,39,2022,12924,84486,810,6967.09,2,"376 Baker Land, Savannahland, GU 61594",jeffreymendoza@example.com,1234569999,17-11-1998,Savings,44739.91,14192.5,21686.02
2111,Michelle Chen,71,2010,26224,77392,474,6596.61,1,"84754 Roberts Circle, Michaelton, PA 40735",robertbender@example.com,1234570000,04-02-1956,Business,5590.59,24073.57,39820.3
2112,Miss Rachael Morales MD,42,2015,40942,19396,822,2609.15,5,"04396 Miguel Ramp, Port Denisehaven, TX 95499",bensondustin@example.org,1234570001,26-03-1980,Checking,45767.26,6720.6,67586.26
2113,Ricky Romero,50,2012,48673,94652,512,7297.24,5,"7235 Becker Place Suite 876, North Tiffany, MO 13318",bennettkaitlin@example.org,1234570002,02-08-1968,Checking,34505.33,10980.47,20792.36
2114,Daniel Cox DDS,41,2010,36741,62583,311,7610.28,4,"462 Moran Knolls, North Andreaton, WA 88580",ingramherbert@example.net,1234570003,19-06-1982,Savings,39118.52,4328.27,119033.38
2115,Christopher Benjamin,71,2017,49486,89934,312,2030.33,2,"USNS Thompson, FPO AP 32816",robertallen@example.net,1234570004,27-03-1986,Business,21101.8,6842.6,110804.65
2116,Shannon Burns,73,2016,28720,44272,325,2906.04,2,"54191 Renee Parkway, Port Davidshire, CT 89823",lisacannon@example.net,1234570005,23-10-1967,Checking,419.96,7277.95,84724.36
2117,Mrs. Mary Johnson,58,2019,21422,25894,553,621.21,1,"188 Mendez Springs Apt. 818, East Chloe, RI 59279",veganatalie@example.com,1234570006,11-03-1989,Savings,11774.38,5713.96,90230.14
2118,Justin Webb,25,2022,12587,44211,361,6657.93,4,"617 Pennington Gardens Suite 961, Rosariotown, MT 82833",jeffrey27@example.com,1234570007,08-12-1988,Checking,22603.71,17039.24,48346.35
2119,Timothy Ware,26,2011,28053,15731,555,5395.94,2,"1881 Barbara Flat, Jasonstad, MI 34819",hartmanjeffrey@example.net,1234570008,22-10-1964,Savings,17275.09,19969.84,135453.46
2120,Penny Harris,38,2023,37164,46038,766,3870.04,1,"1953 Jeffery Creek Apt. 358, New Brandon, UT 46017",erinhaynes@example.com,1234570009,28-04-2004,Checking,20464.16,12258.91,21032.65
2121,Jacqueline Oneal,19,2010,18506,96786,589,1088.86,3,"80070 Andrews Forge Apt. 231, Jasminefort, GU 95438",uvasquez@example.org,1234570010,13-01-1972,Checking,14873.2,27869.69,125621.62
2122,Kyle Wilcox,29,2016,43837,78471,765,3768.31,5,"6356 Gabriel Trail Suite 479, New Kevinmouth, NC 07432",lauren00@example.net,1234570011,06-03-1964,Checking,33750.95,5421.16,40758.27
2123,Bryan Kelly,64,2014,35343,23213,495,3233.35,1,"2382 Smith Alley Suite 522, Anthonyburgh, MH 62613",mary72@example.net,1234570012,12-01-1974,Checking,44728.6,26720.81,119363.09
2124,Gregory Davila,26,2019,8889,19015,509,1544.61,3,"864 Lowery Ridges, Millerbury, KY 91239",zdixon@example.org,1234570013,01-04-1968,Savings,31235.19,7593.15,51307.71
2125,Lauren Larsen,19,2021,28247,39620,677,5042.44,3,"74497 Jermaine Glen Apt. 796, South Mariaside, AZ 49310",martinezmitchell@example.org,1234570014,19-10-1978,Savings,41620.51,26954.01,81217.43
2126,Tara King,39,2013,49440,68920,617,927.81,2,"48322 Todd Rapid Apt. 685, Michelletown, WY 32462",lchoi@example.org,1234570015,05-03-1973,Checking,49464.52,29385.27,74602.09
2127,Kristy Rodriguez,74,2016,49066,27393,692,2397.17,1,"USNS Castillo, FPO AE 84957",stevenpaul@example.net,1234570016,27-11-1968,Checking,35729.64,24919.33,71229.99
2128,Ernest Walker,56,2010,6759,60256,758,4851.1,1,"9897 Tara Mountains, North Carolmouth, KY 25973",stacy44@example.com,1234570017,07-11-1966,Business,40511.77,13118.15,98727.68
2129,Carol Garrett,30,2023,23930,36521,312,659.86,2,"5688 William Fields, Pittschester, CO 48347",wmiller@example.net,1234570018,09-10-1965,Checking,139.28,9210.33,55908.97
2130,Kimberly Lopez,20,2021,42764,59038,308,6403.96,2,"Unit 6889 Box 0876, DPO AA 82126",kimberlysmith@example.net,1234570019,22-02-1984,Savings,37176,3645.78,112780.47
2131,Kara Grant,44,2019,1603,71375,825,7010.38,3,"99356 Ryan View, New Brenda, MP 40264",marciahudson@example.org,1234570020,15-12-1961,Checking,36107.61,25210.43,36391.61
2132,Wendy Lynch,59,2013,36487,44230,536,6912.95,4,"4639 Denise Corners, Traceyton, OH 32993",boonekristy@example.com,1234570021,01-03-1977,Checking,11094.43,10958.26,35385.49
2133,Vanessa Johnson,21,2016,32541,55502,709,9169.58,3,"2344 Colleen Cliffs Apt. 285, Carolynfort, MA 62799",qbarr@example.com,1234570022,19-10-1989,Business,1458.97,3366.58,51461.34
2134,Michael Edwards,62,2019,20443,27508,303,3938.34,3,"149 Carlos Landing Apt. 517, Hillbury, TN 17985",ianraymond@example.com,1234570023,26-08-1955,Business,43958.62,15048.21,48862.5
2135,Mr. Jamie Garza MD,37,2017,48771,73821,474,6001.8,2,"022 Allen Knolls, West Brittany, AS 95995",catherinegarcia@example.org,1234570024,05-03-1955,Savings,39069.77,25958.91,148011.68
2136,Mark Martin,68,2023,26567,31776,353,1687.95,1,"2537 Paul Unions, East Juliahaven, MS 98860",marshjane@example.net,1234570025,22-09-2000,Business,40470.28,12867.89,56405.68
2137,Samuel Rowe,42,2017,38265,47763,470,3116.52,2,"4302 Spencer Cove, Port Alexandra, CO 67645",dunnrobert@example.com,1234570026,11-05-2003,Checking,9513.6,8404.99,96069.56
2138,Noah Morrow,21,2019,29942,29902,617,6388.77,4,"909 Cindy Walks Suite 311, Ramireztown, AL 25853",morsemichael@example.net,1234570027,18-07-1976,Savings,40167.57,19012.88,32193.96
2139,Lisa Medina,56,2016,42585,13053,438,5918.02,5,"33030 Lambert Lock Apt. 188, East Timothy, MO 52964",stephanie60@example.net,1234570028,28-08-1990,Business,8780.95,19433.17,147885.67
2140,Erica Carpenter,67,2016,33508,88138,376,7169.19,5,"5996 Jeffrey Mountain Suite 845, New Adamville, OH 75111",pauldavidson@example.org,1234570029,01-02-1994,Savings,9695.35,26683.71,24180.12
2141,Jill Rodriguez,68,2016,24312,46373,728,3794.74,4,"032 Thomas Springs, New Adam, AL 62041",joshua46@example.org,1234570030,18-05-1962,Business,29592.21,2298.68,57952.63
2142,Ebony Ramos,63,2010,32238,59626,733,7013.4,2,"836 Gallagher Viaduct, Sueburgh, OK 84436",vbrown@example.org,1234570031,07-07-1970,Business,18680.93,632.6,106389.83
2143,Regina Bowman,28,2014,34139,79835,831,8534.19,2,"729 Garcia Mission Suite 692, Seanbury, MA 73094",watsonjohnny@example.net,1234570032,12-05-1975,Checking,21423.03,25922.27,146507.25
2144,Brian Ponce,40,2012,34117,27115,688,7343.7,1,"USS Coleman, FPO AE 14032",tina76@example.com,1234570033,06-10-1962,Savings,11459.97,4451.82,75947.16
2145,Jeremy Farmer DDS,71,2012,17006,15108,460,8690.36,4,"260 Abigail Cape Apt. 937, Saraport, CT 18541",stacey02@example.net,1234570034,12-06-1964,Checking,1974.02,21375.47,82571.56
2146,Veronica Collier,22,2023,2769,77588,375,3136.44,5,"1961 Smith Point, Seanfort, MS 09222",emilylong@example.net,1234570035,26-02-1955,Savings,5292.38,14545.68,78799.25
2147,Bethany Greer,44,2023,24765,60856,804,1950.98,5,"86019 Leon Green Apt. 738, Thomasmouth, AL 78768",ncastro@example.net,1234570036,19-09-1975,Savings,43220.66,13065.34,104638.48
2148,Lauren Hawkins,21,2015,16058,61362,528,1956.81,3,"299 Shelley Causeway Suite 801, Robertmouth, IA 39932",tonya26@example.net,1234570037,15-02-1953,Savings,16475.2,9426.53,94692.82
2149,Justin Harrison,46,2011,17238,83685,457,9016.75,1,"Unit 6565 Box 0745, DPO AE 12813",nelsonanthony@example.net,1234570038,14-01-1952,Savings,22200.71,23159.97,73498.82
2150,Teresa Bird,40,2018,21175,12476,348,2859.68,2,"323 Shannon Curve, Jenniferberg, MI 71396",vhobbs@example.com,1234570039,02-04-1994,Checking,4953.91,15084.36,119951.31
2151,Doris Davis,56,2019,17618,35454,680,729.35,2,"578 Johnson Squares, Ramirezshire, WV 30574",timothy01@example.com,1234570040,21-12-1969,Savings,41829.06,17804.32,44833.58
2152,Donald Williams,75,2017,29237,53964,784,2578.87,3,"Unit 7007 Box 1374, DPO AP 28228",shawn72@example.net,1234570041,22-03-1967,Business,14634.53,11229.74,109678.59
2153,Karen Wilkins,57,2012,29646,55836,394,3259.93,2,"7703 Ashley Mountains, Browntown, NV 41353",jennifer61@example.com,1234570042,26-12-1963,Checking,20569.48,17692.74,140070.73
2154,Kaitlyn Olson,66,2019,19205,60976,684,3461.44,5,"80244 Michael Plaza Apt. 406, South Sandra, WA 72409",lingene@example.org,1234570043,21-08-1993,Business,20850,5292.95,64510.13
2155,Desiree Johnson,34,2023,19470,60353,355,9464.43,3,"2678 Swanson Wall Apt. 545, New Isabella, NC 12781",jennifermurray@example.com,1234570044,29-03-1996,Business,49814.73,26789.04,46942.08
2156,Anita Lopez,61,2016,9302,52059,701,6959.72,5,"4628 Duran Flat, Ramirezchester, TX 64686",brownbenjamin@example.com,1234570045,23-08-2004,Business,33852.07,3843.58,93274.54
2157,Ryan Stewart,37,2013,2612,45827,341,7535.32,5,"304 Merritt Roads, New Michellefurt, IL 42237",michael33@example.org,1234570046,16-10-1966,Business,3030.26,23658.46,64399.96
2158,Sarah Daniels,54,2021,16862,39240,770,1489.8,5,"501 Alexandra Lodge Suite 602, Gloverfurt, MN 52143",cindyray@example.net,1234570047,07-01-1977,Business,46512.68,133.87,57179.57
2159,Jose Johnson,72,2012,9864,74419,372,6763.7,3,"69971 Lisa Point Suite 869, South Valerie, NV 39349",cheryl14@example.org,1234570048,03-12-1960,Business,36043.52,1563.88,80771.8
2160,Christopher Morales,69,2014,41114,52244,736,4411.15,2,"USNV Harris, FPO AE 80552",lduke@example.com,1234570049,17-08-1981,Savings,43189.5,10047.09,107234.84
2161,Michael Norris,47,2010,33600,49306,342,1160.39,1,"969 Cody Mount Apt. 220, Allenview, CA 48969",burnettmichael@example.org,1234570050,08-07-1993,Savings,45346.48,13221.68,28556.7
2162,Linda Martinez,44,2017,14400,85630,321,6988.92,3,"1650 Nicole Shoals Suite 533, Lake Hectormouth, NE 66481",maryfischer@example.net,1234570051,24-07-2005,Savings,4970.77,20876.05,62944.92
2163,William Dominguez,29,2022,37850,51436,563,6343.03,4,"3341 Amy Spring, Kennethshire, FL 50802",isaac88@example.com,1234570052,27-11-1970,Checking,44142.56,13873.81,107046.08
2164,Katherine Morris,19,2022,37235,33971,412,9329.53,2,"097 Melissa Drives Suite 910, Castilloside, KY 93487",cbennett@example.com,1234570053,12-12-2001,Savings,41839.12,20945.74,38850.09
2165,Teresa Wright,47,2015,44501,90808,694,6230.6,2,"3732 Gonzalez Bypass Apt. 555, Blakehaven, SD 62170",stephanieclark@example.net,1234570054,02-12-1997,Checking,45280.08,24959.29,80758.54
2166,Fernando Galloway,69,2017,33440,11877,742,9133.58,1,"USCGC King, FPO AA 28149",olsonkathleen@example.org,1234570055,10-08-1965,Checking,47109.24,16212.58,58263.28
2167,Natalie Cook,34,2023,33766,10587,702,6663.44,5,"258 Brock Corner Suite 225, New Karenfort, VI 81541",kimelizabeth@example.com,1234570056,01-07-1991,Business,34926.21,4675.2,121836.22
2168,Patrick Ochoa,30,2015,4585,43409,731,2947.07,5,"880 Caitlin Stream, New Taylorville, FM 97293",teresa93@example.net,1234570057,15-12-1999,Business,8150.41,22998.09,149782.55
2169,Shawn Pearson,42,2018,41100,32132,336,1249.37,4,"93160 Taylor Bridge Apt. 992, Theresachester, AS 02619",michael06@example.org,1234570058,03-11-1994,Checking,18967.61,19749.44,32202.68
2170,Craig Arroyo,22,2022,44132,14584,406,1780.65,2,"61398 Gonzalez Ridges, Patelfort, AL 58639",jonesrachel@example.org,1234570059,03-04-1992,Checking,26957.52,3085.47,74611.96
2171,Alexa Pruitt,40,2013,37112,25516,471,1016.2,2,"372 Murray Expressway, North Marie, AS 55150",snyderbrianna@example.net,1234570060,01-03-2006,Business,36811.09,21463.2,149167.81
2172,April Brown,24,2014,31912,59821,747,6214.59,5,"9664 Herrera Bridge, Juliafort, WV 98940",glovermelissa@example.com,1234570061,11-11-1979,Checking,25025.59,28614.44,48669.28
2173,Cynthia Rivera,25,2019,3907,84759,389,5419.72,5,"376 Moore Manor Suite 193, Port Tom, DC 66164",vanessamolina@example.net,1234570062,08-07-1999,Savings,16603.72,3730.55,117188.38
2174,Rachel Robertson,19,2023,2154,33092,371,6428.53,3,"500 Martinez Ranch, North Justin, AL 70942",delgadodebra@example.org,1234570063,05-05-1985,Savings,46546.95,21831.85,99351.9
2175,Lauren Ramirez,40,2010,46711,31959,768,9062.86,4,"33404 Alejandro Ranch Suite 253, Jeffreyview, MN 22297",kellyfoley@example.com,1234570064,23-12-1979,Savings,10991.8,20469.8,38565.73
2176,Amy Jones,19,2017,48356,87806,347,7722.03,1,"5572 Kelly Parks Apt. 998, Wardhaven, FL 70701",hsmith@example.net,1234570065,21-04-1988,Business,36331.24,7684.12,63582.82
2177,Kristen Walter,29,2021,41453,73932,705,5522.87,4,"708 Gordon Corner, Ballardfort, ME 41728",alex29@example.org,1234570066,21-07-1959,Checking,19986.37,18586.83,66968.23
